MAE,PCC,JS_Distance,MAE_BC,MAE_EC,MAE_PC,MAE_CC,MAE_SW
0.17653589,0.3271049510181737,0.3631770487003519,0.022614910502056676,0.015360746383738511,0.0008600530034602933,0.05232752321249816,0.06839329164570994
