MAE,PCC,JS_Distance,MAE_BC,MAE_EC,MAE_PC,MAE_CC,MAE_SW
0.14826295,0.5698778711952031,0.3201739895636159,0.02176949780238671,0.013873249108592571,0.000713460381033719,0.055897400141325944,0.021869045444887155
