MAE,PCC,JS_Distance,MAE_BC,MAE_EC,MAE_PC,MAE_CC,MAE_SW
0.13896707,0.6277151526115226,0.28660110325937027,0.018193871320167695,0.012503352001890925,0.0005615701414029573,0.04898685001289819,0.17570306877534608
