MAE,PCC,JS_Distance,MAE_BC,MAE_EC,MAE_PC,MAE_CC,MAE_Laplacian
0.14090614,0.6254101159412688,0.289932154208793,0.01870492364929236,0.0129834942550002,0.0005741299602551257,0.05064295976251067,15628.761786628986
