MAE,PCC,JS_Distance,MAE_BC,MAE_EC,MAE_PC,MAE_CC,MAE_SW
0.147235108357379,0.5907028477290499,0.2981500482864562,0.021423770594762703,0.01397389520954878,0.0005608755975645244,0.054831846107957535,0.0784074106657746
