MAE,PCC,JS_Distance,MAE_BC,MAE_EC,MAE_PC,MAE_CC,MAE_SW
0.1369916850310661,0.6316854687433523,0.2846915908964986,0.02120184508130728,0.013432568414772037,0.0005535016283960296,0.042431491460378966,0.08024981477043118
