MAE,PCC,JS_Distance,MAE_BC,MAE_EC,MAE_PC,MAE_CC,MAE_SW
0.13968844002904468,0.6306619227291876,0.2842042107926479,0.020989534574625088,0.012868554650990993,0.0005491553544498159,0.04687616605945411,0.08999128844421714
