MAE,PCC,JS_Distance,MAE_BC,MAE_EC,MAE_PC,MAE_CC,MAE_SW
0.13276875,0.6659858808530055,0.27813570023430517,0.01904995285403322,0.011691597591463699,0.0005172664568656416,0.04893811471404662,0.025759029554562687
