MAE,PCC,JS_Distance,MAE_BC,MAE_EC,MAE_PC,MAE_CC,MAE_SW
0.14705478,0.5454617232666139,0.3092521091063916,0.022016917308243896,0.013855963774021046,0.0006055120152714076,0.057489882034917894,0.020660018783495448
