timestamp,memory_MB
2025-03-11 16:11:00,532.16796875
2025-03-11 16:11:02,532.16796875
2025-03-11 16:11:04,532.16796875
2025-03-11 16:11:06,532.16796875
2025-03-11 16:11:08,532.16796875
2025-03-11 16:11:10,532.16796875
2025-03-11 16:11:12,532.16796875
2025-03-11 16:11:14,573.91796875
2025-03-11 16:11:16,659.28515625
2025-03-11 16:11:18,655.55859375
2025-03-11 16:11:20,728.65234375
2025-03-11 16:11:22,2087.4609375
2025-03-11 16:11:24,5901.5859375
2025-03-11 16:11:26,1104.34375
2025-03-11 16:11:28,1256.21875
2025-03-11 16:11:30,1371.96875
2025-03-11 16:11:32,1434.71875
2025-03-11 16:11:34,1470.46875
2025-03-11 16:11:36,1470.46875
2025-03-11 16:11:38,1470.46875
2025-03-11 16:11:40,1470.46875
2025-03-11 16:11:42,1470.46875
2025-03-11 16:11:44,1470.46875
2025-03-11 16:11:46,1470.46875
2025-03-11 16:11:48,1470.46875
2025-03-11 16:11:50,1470.46875
2025-03-11 16:11:52,1470.59375
2025-03-11 16:11:54,1470.59375
2025-03-11 16:11:56,1470.59375
2025-03-11 16:11:58,1470.59375
2025-03-11 16:12:00,1470.59375
2025-03-11 16:12:02,1470.59375
2025-03-11 16:12:04,1470.59375
2025-03-11 16:12:06,1470.59375
2025-03-11 16:12:08,1470.59375
2025-03-11 16:12:10,1470.59375
2025-03-11 16:12:12,1470.59375
2025-03-11 16:12:14,1470.59375
2025-03-11 16:12:16,1470.59375
2025-03-11 16:12:18,1470.59375
2025-03-11 16:12:20,1470.59375
2025-03-11 16:12:22,1470.59375
2025-03-11 16:12:24,1470.59375
2025-03-11 16:12:26,1470.59375
2025-03-11 16:12:28,1470.59375
2025-03-11 16:12:30,1470.59375
2025-03-11 16:12:32,1470.59375
2025-03-11 16:12:34,1470.59375
2025-03-11 16:12:36,1470.59375
2025-03-11 16:12:38,1470.59375
2025-03-11 16:12:40,1470.59375
2025-03-11 16:12:42,1470.59375
2025-03-11 16:12:44,1470.59375
2025-03-11 16:12:46,1470.59375
2025-03-11 16:12:48,1470.59375
2025-03-11 16:12:50,1470.59375
2025-03-11 16:12:52,1470.59375
2025-03-11 16:12:54,1470.59375
2025-03-11 16:12:56,1470.59375
2025-03-11 16:12:58,1470.59375
2025-03-11 16:13:00,1470.59375
2025-03-11 16:13:02,1470.59375
2025-03-11 16:13:04,1470.59375
2025-03-11 16:13:06,1470.59375
2025-03-11 16:13:08,1470.59375
2025-03-11 16:13:10,1470.59375
2025-03-11 16:13:12,1470.59375
2025-03-11 16:13:14,1470.59375
2025-03-11 16:13:16,1470.59375
2025-03-11 16:13:18,1470.59375
2025-03-11 16:13:20,1470.59375
2025-03-11 16:13:22,1470.59375
2025-03-11 16:13:24,1470.59375
2025-03-11 16:13:26,1470.59375
2025-03-11 16:13:28,1470.59375
2025-03-11 16:13:30,1470.59375
2025-03-11 16:13:32,1470.59375
2025-03-11 16:13:34,1470.59375
2025-03-11 16:13:36,1470.59375
2025-03-11 16:13:38,1470.59375
2025-03-11 16:13:40,1470.59375
2025-03-11 16:13:42,1470.59375
2025-03-11 16:13:44,1470.59375
2025-03-11 16:13:46,1470.59375
2025-03-11 16:13:48,1470.59375
2025-03-11 16:13:50,1470.59375
2025-03-11 16:13:52,1470.59375
2025-03-11 16:13:54,1470.59375
2025-03-11 16:13:56,1470.59375
2025-03-11 16:13:58,1470.59375
2025-03-11 16:14:00,1470.59375
2025-03-11 16:14:02,1470.59375
2025-03-11 16:14:04,1470.59375
2025-03-11 16:14:06,1470.59375
2025-03-11 16:14:08,1470.59375
2025-03-11 16:14:10,1470.59375
2025-03-11 16:14:12,1470.59375
2025-03-11 16:14:14,1470.59375
2025-03-11 16:14:16,1470.59375
2025-03-11 16:14:18,1470.59375
2025-03-11 16:14:20,1470.59375
2025-03-11 16:14:22,1470.59375
2025-03-11 16:14:24,1470.59375
2025-03-11 16:14:26,1470.59375
2025-03-11 16:14:28,1470.59375
2025-03-11 16:14:30,1470.59375
2025-03-11 16:14:32,1470.59375
2025-03-11 16:14:34,1470.59375
2025-03-11 16:14:36,1470.59375
2025-03-11 16:14:38,1470.59375
2025-03-11 16:14:40,1470.59375
2025-03-11 16:14:42,1470.59375
2025-03-11 16:14:44,1473.96875
2025-03-11 16:14:46,1473.96875
2025-03-11 16:14:48,1473.96875
2025-03-11 16:14:50,1473.96875
2025-03-11 16:14:52,1493.26953125
2025-03-11 16:14:54,1857.40625
2025-03-11 16:14:56,6459.53125
2025-03-11 16:14:58,1539.94140625
2025-03-11 16:15:00,1539.94140625
2025-03-11 16:15:02,1539.94140625
2025-03-11 16:15:04,1539.94140625
2025-03-11 16:15:06,1539.94140625
2025-03-11 16:15:08,1539.94140625
2025-03-11 16:15:10,1539.94140625
2025-03-11 16:15:12,1539.94140625
2025-03-11 16:15:14,1539.94140625
2025-03-11 16:15:16,1539.94140625
2025-03-11 16:15:18,1539.94140625
2025-03-11 16:15:20,1539.94140625
2025-03-11 16:15:22,1539.94140625
2025-03-11 16:15:24,1539.94140625
2025-03-11 16:15:26,1539.94140625
2025-03-11 16:15:28,1539.94140625
2025-03-11 16:15:30,1539.94140625
2025-03-11 16:15:32,1539.94140625
2025-03-11 16:15:34,1539.94140625
2025-03-11 16:15:36,1539.94140625
2025-03-11 16:15:38,1539.94140625
2025-03-11 16:15:40,1539.94140625
2025-03-11 16:15:42,1539.94140625
2025-03-11 16:15:44,1539.94140625
2025-03-11 16:15:46,1539.94140625
2025-03-11 16:15:48,1539.94140625
2025-03-11 16:15:50,1539.94140625
2025-03-11 16:15:52,1539.94140625
2025-03-11 16:15:54,1539.94140625
2025-03-11 16:15:56,1539.94140625
2025-03-11 16:15:58,1539.94140625
2025-03-11 16:16:00,1539.94140625
2025-03-11 16:16:02,1539.94140625
2025-03-11 16:16:04,1539.94140625
2025-03-11 16:16:06,1539.94140625
2025-03-11 16:16:08,1539.94140625
2025-03-11 16:16:10,1539.94140625
2025-03-11 16:16:12,1539.94140625
