timestamp,memory_MB
2025-03-10 18:34:44,1782.96484375
2025-03-10 18:34:46,1782.96484375
2025-03-10 18:34:48,1794.71484375
2025-03-10 18:34:50,1794.71484375
2025-03-10 18:34:52,1794.71484375
2025-03-10 18:34:54,1798.71484375
2025-03-10 18:34:56,1798.71484375
2025-03-10 18:34:58,1798.71484375
2025-03-10 18:35:00,1798.71484375
2025-03-10 18:35:02,1798.71484375
2025-03-10 18:35:04,1798.71484375
2025-03-10 18:35:06,1799.21484375
2025-03-10 18:35:08,1799.21484375
2025-03-10 18:35:10,1799.21484375
2025-03-10 18:35:12,1799.21484375
2025-03-10 18:35:14,1799.21484375
2025-03-10 18:35:16,1801.71484375
2025-03-10 18:35:18,1811.46484375
2025-03-10 18:35:20,1811.46484375
2025-03-10 18:35:22,1811.46484375
2025-03-10 18:35:24,1818.21484375
2025-03-10 18:35:26,1818.21484375
2025-03-10 18:35:28,1818.21484375
2025-03-10 18:35:30,1818.21484375
2025-03-10 18:35:32,1818.21484375
2025-03-10 18:35:34,1819.21484375
2025-03-10 18:35:36,1819.21484375
2025-03-10 18:35:38,1819.21484375
2025-03-10 18:35:40,1819.21484375
2025-03-10 18:35:42,1819.21484375
2025-03-10 18:35:44,1819.21484375
2025-03-10 18:35:46,1868.484375
2025-03-10 18:35:48,6742.00390625
2025-03-10 18:35:50,6839.75390625
2025-03-10 18:35:52,1775.09375
2025-03-10 18:35:54,1760.09375
2025-03-10 18:35:56,1760.09375
2025-03-10 18:35:58,1760.09375
2025-03-10 18:36:00,1760.09375
2025-03-10 18:36:02,1760.09375
2025-03-10 18:36:04,1760.09375
2025-03-10 18:36:06,1760.09375
2025-03-10 18:36:08,1760.09375
2025-03-10 18:36:10,1760.09375
2025-03-10 18:36:12,1760.09375
2025-03-10 18:36:14,1760.09375
2025-03-10 18:36:16,1760.09375
2025-03-10 18:36:18,1760.09375
2025-03-10 18:36:20,1760.09375
2025-03-10 18:36:22,1760.09375
2025-03-10 18:36:24,1760.09375
2025-03-10 18:36:26,1760.09375
2025-03-10 18:36:28,1760.09375
2025-03-10 18:36:30,1760.09375
2025-03-10 18:36:32,1760.09375
2025-03-10 18:36:34,1760.09375
2025-03-10 18:36:36,1760.09375
2025-03-10 18:36:38,1760.09375
2025-03-10 18:36:40,1760.09375
2025-03-10 18:36:42,1760.09375
2025-03-10 18:36:44,1760.09375
2025-03-10 18:36:46,1760.09375
2025-03-10 18:36:48,1760.09375
2025-03-10 18:36:50,1760.09375
2025-03-10 18:36:52,1760.09375
2025-03-10 18:36:54,1760.09375
2025-03-10 18:36:56,1760.09375
2025-03-10 18:36:58,1760.09375
2025-03-10 18:37:00,1760.09375
2025-03-10 18:37:02,1760.09375
2025-03-10 18:37:04,1760.09375
2025-03-10 18:37:06,1760.09375
2025-03-10 18:37:08,1760.09375
2025-03-10 18:37:10,1760.09375
2025-03-10 18:37:12,1760.09375
2025-03-10 18:37:14,1760.09375
2025-03-10 18:37:16,1760.09375
2025-03-10 18:37:18,1760.09375
2025-03-10 18:37:20,1760.09375
2025-03-10 18:37:22,1760.09375
2025-03-10 18:37:24,1760.09375
2025-03-10 18:37:26,1760.09375
2025-03-10 18:37:28,1760.09375
2025-03-10 18:37:30,1760.09375
2025-03-10 18:37:32,1760.09375
2025-03-10 18:37:34,1760.09375
2025-03-10 18:37:36,1760.09375
2025-03-10 18:37:38,1760.09375
2025-03-10 18:37:40,1760.09375
2025-03-10 18:37:42,1760.09375
2025-03-10 18:37:44,1760.09375
2025-03-10 18:37:46,1760.09375
2025-03-10 18:37:48,1760.09375
2025-03-10 18:37:50,1760.09375
2025-03-10 18:37:52,1760.09375
2025-03-10 18:37:54,1760.09375
2025-03-10 18:37:56,1760.09375
2025-03-10 18:37:58,1760.09375
2025-03-10 18:38:00,1760.09375
2025-03-10 18:38:02,1760.09375
2025-03-10 18:38:04,1760.09375
2025-03-10 18:38:06,1760.09375
2025-03-10 18:38:08,1760.09375
2025-03-10 18:38:10,1760.09375
2025-03-10 18:38:12,1760.09375
2025-03-10 18:38:14,1760.09375
2025-03-10 18:38:16,1760.09375
2025-03-10 18:38:18,1760.09375
2025-03-10 18:38:20,1760.09375
2025-03-10 18:38:22,1760.09375
2025-03-10 18:38:24,1760.09375
2025-03-10 18:38:26,1760.09375
2025-03-10 18:38:28,1760.09375
2025-03-10 18:38:30,1760.09375
2025-03-10 18:38:32,1760.09375
2025-03-10 18:38:34,1760.09375
2025-03-10 18:38:36,1760.09375
2025-03-10 18:38:38,1760.09375
2025-03-10 18:38:40,1760.09375
2025-03-10 18:38:42,1760.09375
2025-03-10 18:38:44,1760.09375
2025-03-10 18:38:46,1760.09375
2025-03-10 18:38:48,1760.09375
2025-03-10 18:38:50,1760.09375
2025-03-10 18:38:52,1760.09375
2025-03-10 18:38:54,1760.09375
2025-03-10 18:38:56,1760.09375
2025-03-10 18:38:58,1760.09375
2025-03-10 18:39:00,1760.09375
2025-03-10 18:39:02,1760.09375
2025-03-10 18:39:04,1760.09375
2025-03-10 18:39:06,1760.09375
2025-03-10 18:39:08,1760.09375
2025-03-10 18:39:10,1760.09375
2025-03-10 18:39:12,1760.09375
2025-03-10 18:39:14,1760.09375
2025-03-10 18:39:16,1760.09375
2025-03-10 18:39:18,1760.09375
2025-03-10 18:39:20,1760.09375
2025-03-10 18:39:22,1760.09375
2025-03-10 18:39:24,1760.09375
2025-03-10 18:39:26,1760.09375
2025-03-10 18:39:28,1760.09375
2025-03-10 18:39:30,1760.09375
2025-03-10 18:39:32,1760.09375
2025-03-10 18:39:34,1760.09375
2025-03-10 18:39:36,1760.09375
2025-03-10 18:39:38,1760.09375
2025-03-10 18:39:40,1760.09375
2025-03-10 18:39:42,1760.09375
2025-03-10 18:39:44,1760.09375
2025-03-10 18:39:46,1760.09375
2025-03-10 18:39:48,1760.09375
2025-03-10 18:39:50,1760.09375
2025-03-10 18:39:52,1760.09375
2025-03-10 18:39:54,1760.09375
2025-03-10 18:39:56,1760.09375
2025-03-10 18:39:58,1759.09375
2025-03-10 18:40:00,1757.09375
2025-03-10 18:40:02,1757.09375
